timestamp,fixed_col,username,tweet,hour,minute,tweet_length,word_count,mention_count,url_count,hac_cluster_tentative
Tue Jun 16 17:32:42 PDT 2009,NO_QUERY,RobinSteelxxx,@weezyREBEL i didnt finish watching it the website kept making it go slow  im lookin for another bootleg site as we speak,17,32,121,22,1,0,2
Fri May 22 03:29:46 PDT 2009,NO_QUERY,rollingcherry,@NinjaFanpire me too  i just had a great idea what to do so now i'm printing a lot of pictures ,3,29,95,21,1,0,2
Sun Jun 21 00:15:19 PDT 2009,NO_QUERY,jbotterbrodt,@anniebananieamr I'm poooping it out right now!! Ughh talk about a bellyache  love youuuuu anna-rullie lol,0,15,106,18,1,0,2
Sun Jun 21 07:08:34 PDT 2009,NO_QUERY,febsecond,i'm so confused ,7,8,16,4,0,0,1
Mon May 18 06:50:57 PDT 2009,NO_QUERY,plainlyphyra,"@brooklynoop lol, where are you? it's 3hrs to tuesday in here haha @ItsNeet Aww what a pity.  That 'fine print' cracked me up already; ...",6,50,138,25,2,0,0
Fri Jun 05 21:24:47 PDT 2009,NO_QUERY,ListenerHope,Ok thought better of it... ,21,24,27,5,0,0,1
Mon Jun 15 21:32:28 PDT 2009,NO_QUERY,sociaIIyawkward,@NickyMcB haha I think that would be pretty great! I have never died my hair an awesome colour ,21,32,95,18,1,0,2
Sun Jun 21 07:35:59 PDT 2009,NO_QUERY,Jessica_ellen_x,just been out for fathers day lunch... horribleee ,7,35,50,8,0,0,1
Sun May 10 00:36:47 PDT 2009,NO_QUERY,lashakrikheli,@pixelmatrix Because those companies that make the bag sealers will go out of business. ,0,36,88,14,1,0,2
Fri May 22 00:00:26 PDT 2009,NO_QUERY,spyonpea,working on a myspace page and NOT hating it. ,0,0,45,9,0,0,1
Sat May 30 22:12:37 PDT 2009,NO_QUERY,lisisilveira,@RichBassett hello my dearest Rich thank you!! avatar is there can see it when I click on the place of the avatar in my page twitter prob ,22,12,138,27,1,0,2
Sat May 02 11:13:14 PDT 2009,NO_QUERY,khokanson,@mcteach going to Costco not crazy it is the going w/3 kids I was questioning  although my toys r us bribe is working wonders,11,13,125,25,1,0,2
Fri May 29 17:29:27 PDT 2009,NO_QUERY,therealTdot,@ChasityNichole No dice...I searched it in the &quot;Help&quot; area...just a problem some people have.  It would have been hot...oh well,17,29,137,25,1,0,2
Wed Jun 17 12:52:45 PDT 2009,NO_QUERY,xSpotlighted,@xSKYLINES :o :o your not  your talented &amp; all that shizzlo.,12,52,64,11,1,0,2
Sun May 31 05:32:21 PDT 2009,NO_QUERY,lbwvu,I don't watch the Magic and they win. I watch the Penguins and they lose. not good. ,5,32,84,18,0,0,1
Mon Jun 15 04:49:11 PDT 2009,NO_QUERY,HennaHoglund,@jordanknight that BSB has asked fans to vote them so that is why they R beating NKOTB ... BSB has 6000 votes more than NKOTB  VOTE VOTE,4,49,136,26,1,0,2
Thu Jun 25 00:05:27 PDT 2009,NO_QUERY,avonflue,is super duper tired from seeing transformers at midnight and cuz whiskey wouldn't let her sleep ,0,5,97,17,0,0,1
Sat Apr 18 10:16:36 PDT 2009,NO_QUERY,makisumi,Has to miss silversun pickups and sunshine day  hjerlkrjk,10,16,57,9,0,0,1
Sun May 17 06:37:31 PDT 2009,NO_QUERY,Bvictor,@Kimbalicious aww at least you can see it on google maps ,6,37,57,11,1,0,2
Wed Jun 03 04:50:10 PDT 2009,NO_QUERY,MissJade_Notts,Chilling but feeling rather bored  x,4,50,36,6,0,0,1
Fri Jun 19 14:10:14 PDT 2009,NO_QUERY,Stephxlove13,uhhh i hate when friends ditch you foe people who are backstabbers ,14,10,67,12,0,0,1
Sat Jun 20 21:25:09 PDT 2009,NO_QUERY,vhaniyap,can't get enough sleep!! ,21,25,25,5,0,0,1
Wed Jun 17 15:29:43 PDT 2009,NO_QUERY,CanarsieFlossy,About to get started on my mid term I have to admit im a little nervous ,15,29,72,16,0,0,1
Mon Jun 15 22:21:55 PDT 2009,NO_QUERY,tristhacruz,"Major huge headache.. Can't go to sleep,  Gahhhh! ",22,21,50,9,0,0,1
Tue Jun 23 16:41:20 PDT 2009,NO_QUERY,rawyoginimari,Killer headache with one more class to teach tonight ,16,41,53,9,0,0,1
Mon Apr 20 07:50:00 PDT 2009,NO_QUERY,CarolineFW,"@SheepishSam Yes, my tongue was firmly in my cheek when I linked to that... ",7,50,76,14,1,0,2
Sun May 03 17:39:05 PDT 2009,NO_QUERY,nsane8,"@Lefreak78 im telling you, its my charm ",17,39,40,7,1,0,2
Sun Apr 19 10:30:26 PDT 2009,NO_QUERY,zomb_etsy,@randymatheson I'm a little sad that everyone knows and loves them now. No longer a hidden treasure. ,10,30,101,18,1,0,2
Sun May 31 01:13:32 PDT 2009,NO_QUERY,bullismasher,@gamingindians awww shucks. I didn't win ,1,13,41,7,1,0,2
Wed May 13 23:56:12 PDT 2009,NO_QUERY,Markmeow,I'm just Looking for something ,23,56,31,6,0,0,1
Mon Apr 20 06:44:31 PDT 2009,NO_QUERY,favoritesweater,@jacobpigott once they are in the fridge...they are community property...enjoy!  ,6,44,81,12,1,0,2
Thu Jun 25 07:08:24 PDT 2009,NO_QUERY,Jixisticks,"Not so good on my Exams, ill be here next semester  *Jixisticks*",7,8,64,12,0,0,1
Sun May 10 08:38:12 PDT 2009,NO_QUERY,sara_gormley,why do i always have to watch boring football ,8,38,46,9,0,0,1
Fri Jun 05 12:01:05 PDT 2009,NO_QUERY,VINAloca,Something bit my nose ,12,1,22,4,0,0,1
Mon May 18 00:57:37 PDT 2009,NO_QUERY,jemillahayne,@LariiTran :S:S fudgdickles. i have my commerce exam tomorrow.  craaaaaap.,0,57,74,11,1,0,2
Sun Apr 19 06:28:54 PDT 2009,NO_QUERY,gabyu,@DavidFeng as many tweets as the number of seconds spent on the subway ? ,6,28,73,13,1,0,2
Sat May 09 22:40:21 PDT 2009,NO_QUERY,Sonic_Naruto,why do the people u want to cmnt u bak never reply bak    im still waiting even though its been weeks plz dnt keep me waiting any longer,22,40,136,28,0,0,1
Sat Apr 18 15:15:09 PDT 2009,NO_QUERY,dyrtdygger,"relaxing, what a pretty day outside ",15,15,36,6,0,0,1
Sun Apr 19 08:44:58 PDT 2009,NO_QUERY,easytigerrrr,"leaving for JTB, why such an early call time? ",8,44,46,9,0,0,1
Mon Jun 01 20:20:40 PDT 2009,NO_QUERY,missyosigirl,feels bad  but i'm hoping i won't feel worse.,20,20,45,11,0,0,1
Thu May 14 00:00:35 PDT 2009,NO_QUERY,MaryJoanne08,Danny Gokey is out  sad...sad..sad...  ,0,0,39,7,0,0,1
Sat Jun 20 00:20:40 PDT 2009,NO_QUERY,OsI_LeTo,@30STMluva yeah me tooo ,0,20,24,4,1,0,2
Tue Jun 02 09:50:22 PDT 2009,NO_QUERY,cynthia_to,I'm still a twitter noob ,9,50,25,6,0,0,1
Mon Jun 15 20:52:35 PDT 2009,NO_QUERY,tylluan,@mydwynter yes  we must wait for our sexi boys.,20,52,47,9,1,0,2
Sat May 02 04:37:35 PDT 2009,NO_QUERY,clara018,@DavidArchie I was watching some of the videos from London last night! And it was a total blast!! ,4,37,98,18,1,0,2
Wed May 13 23:36:04 PDT 2009,NO_QUERY,AimesJF,heading to bed so i can get up in 3 hours to get ready to fly all day! yeah for me ,23,36,83,21,0,0,1
Mon Apr 20 07:49:57 PDT 2009,NO_QUERY,noeylovesyou,Going to school. What else is new ,7,49,34,7,0,0,1
Sat May 09 19:54:12 PDT 2009,NO_QUERY,FlammableGoose,@xlovexaholicx am not. last time i checked im the definition of koolness LOL jk.. yeah T__Tso mean ,19,54,99,17,1,0,2
Sat Jun 20 12:48:29 PDT 2009,NO_QUERY,LexXO10,I miss you babe  LexXO,12,48,22,5,0,0,1
Sun May 03 18:56:15 PDT 2009,NO_QUERY,therkd,@rackeltheracoon suckage ,18,56,25,2,1,0,2
Sun May 17 11:24:45 PDT 2009,NO_QUERY,Art_Advisor,"@lesley007 oh yes, that does sound fascinating! typical is right off the standard Sunday reading list ",11,24,102,16,1,0,2
Thu May 28 21:06:32 PDT 2009,NO_QUERY,syarif_m2e,@calblack : I highly recommends you join www.m2e.asia You can earn money from free shareholder by dividends. Even you do NOTHING! ,21,6,130,22,1,0,2
Mon May 18 00:24:15 PDT 2009,NO_QUERY,anggeh,@vIoLeT_hEaRtS ,0,24,15,1,1,0,2
Sat May 02 06:45:39 PDT 2009,NO_QUERY,sarmjame,My house back home flooded and we lost a lot.  ,6,45,47,10,0,0,1
Sun May 10 02:41:39 PDT 2009,NO_QUERY,julyspecial,@DollFace520 im so busy with school. this is the last month of school so i have to study study study study!  what abou youuuu??,2,41,127,24,1,0,2
Fri Jun 05 23:38:30 PDT 2009,NO_QUERY,DJFlipout,@cassieventura Cool cassie! How are you anyway? I've never actually spoken to you but I've tried to on twitter.... oh well.... ,23,38,127,23,1,0,2
Mon Jun 01 20:06:09 PDT 2009,NO_QUERY,MyKhal,"@roniluvs lol smh,ok roni ima follow you but you have to promise no JA influenced tweets,please ? ",20,6,98,18,1,0,2
Mon Jun 01 17:08:42 PDT 2009,NO_QUERY,amylee1178,How come no one ever visits me? ,17,8,32,7,0,0,1
Mon Apr 06 23:28:49 PDT 2009,NO_QUERY,Patfromthezoo,@galaxyzoo Thanks!!!! ,23,28,22,2,1,0,2
Mon May 18 08:06:41 PDT 2009,NO_QUERY,x_stevie_x,@selenagomez this tweet just got favourited  .. !,8,6,49,6,1,0,2
Sun May 17 22:40:23 PDT 2009,NO_QUERY,Beffylove,Well that was a very nice surprise  Off to bed!,22,40,47,10,0,0,1
Mon Jun 01 05:04:15 PDT 2009,NO_QUERY,jordandroid,"That plane makes me think of how many people there were on board who will be missed, who were loved. Poor people... ",5,4,116,22,0,0,1
Thu May 14 00:15:56 PDT 2009,NO_QUERY,Bruff,@DanChiappini not anymore ,0,15,26,3,1,0,2
Fri May 01 23:36:34 PDT 2009,NO_QUERY,lumarins,@jason_mraz you have a free soul i guess...thats what i like about you  and your songs of course. sweetness!!!!!!!,23,36,114,20,1,0,2
Sun May 17 23:50:46 PDT 2009,NO_QUERY,anarcheological,"@bannedaccount Sure I will, thanks. ",23,50,36,5,1,0,2
Fri Jun 19 08:29:05 PDT 2009,NO_QUERY,JoeyCarver,I spent the night waking up every two hours or so because the weather radio was going off telling me of the storms that I missed... ,8,29,132,26,0,0,1
Sun May 31 13:10:26 PDT 2009,NO_QUERY,thegoodhuman,@extremejacob I guess. Mine are filthy and only a few weeks old.  ,13,10,66,12,1,0,2
Wed Jun 17 21:40:13 PDT 2009,NO_QUERY,HarryHarley,"@SoupAirCool Hey you dm me and I could not reply, you don't follow ",21,40,67,14,1,0,2
Thu Jun 18 11:01:58 PDT 2009,NO_QUERY,melissa_w,My baby just spent an hour in the ER for a split eyelid! He's OK but  obviously black-eyed and worn out. ,11,1,105,23,0,0,1
Mon Apr 20 00:02:13 PDT 2009,NO_QUERY,byronrode,@atebits is that a joke  please say it's not true!!!,0,2,52,11,1,0,2
Mon May 04 07:09:32 PDT 2009,NO_QUERY,thierryb,@MichelleBlanc Fï¿½licitations! ,7,9,32,3,1,0,2
Sun May 31 16:03:34 PDT 2009,NO_QUERY,TapiocaNaif,@goatgirl66 turn that  upside-down! like this--&gt; ):  see  how it... wait... oh NO!,16,3,85,14,1,0,2
Thu Jun 18 05:07:56 PDT 2009,NO_QUERY,Brriiiaana,cant sleeep super sick. i need my baby ,5,7,39,8,0,0,1
Sat May 02 23:09:27 PDT 2009,NO_QUERY,1omggirl,its raining its pouring the old man is snoring (litterally i am pretty sure there is an old man out there sleeping while its raining) ,23,9,134,25,0,0,1
Sun Apr 19 23:42:45 PDT 2009,NO_QUERY,marcching,@jessicaYO good idea ,23,42,21,3,1,0,2
Thu May 28 20:42:09 PDT 2009,NO_QUERY,misskatiemarie,Cutting a wisdom tooth and its giving me the worst headache! Not to mention my entire mouth is killing me  This will make wisdom tooth #2.,20,42,138,26,0,0,1
Wed Jun 17 09:42:24 PDT 2009,NO_QUERY,nmhrbrtsn,Bored of Megabus now. Sland nao Plx ,9,42,36,7,0,0,1
Mon Jun 01 18:47:37 PDT 2009,NO_QUERY,vincediy,I have a massive headache ,18,47,26,5,0,0,1
Tue Jun 16 06:33:36 PDT 2009,NO_QUERY,miketayon,"Cities are digging up old laws to create cash/revenue, Toledo Ohio Residents can vouch! Parking your car on unpaved driveway costs $25! ",6,33,136,23,0,0,1
Sun May 17 07:07:02 PDT 2009,NO_QUERY,CALi_Cutie,Some household cleaning before The Lakers bring it home today  ,7,7,63,10,0,0,1
Fri May 22 05:57:43 PDT 2009,NO_QUERY,shanelleg,@JaysonJPhillips You're shortcutting the FF routine!  BOOOOOOO!,5,57,63,8,1,0,2
Mon Jun 15 12:00:22 PDT 2009,NO_QUERY,dinoloveee,"looking back, on the past two finals. i kinda wish i cared and actually tried.  oh well! too late now!",12,0,102,20,0,0,1
Sun May 31 11:43:49 PDT 2009,NO_QUERY,Gunnivaa,Real Betis are two minutes away from relegation ,11,43,48,8,0,0,1
Sun Apr 19 02:16:37 PDT 2009,NO_QUERY,Rai7Rai,"Ate at Jimmy Buffetts for dinner. Here's my review: Island grilled Chicken Salad : thumbs down. Chix was processed, not fresh grilled. ",2,16,135,22,0,0,1
Thu May 28 23:50:58 PDT 2009,NO_QUERY,Broooooke_,hello twitter  waiting for @jess_0000 to get here..,23,50,51,8,1,0,2
Sun May 10 07:36:22 PDT 2009,NO_QUERY,blanhe2,So much for going to watch ST movie. Ended going back to bed for nap cause I've been feeling so bad ,7,36,100,22,0,0,1
Mon Jun 15 10:51:39 PDT 2009,NO_QUERY,manuela_fer,@ddlovato ahhhhhhhhhhhhhh i wanna vote u!! but i can't register   is very disappointing..,10,51,89,14,1,0,2
Sun May 17 00:55:03 PDT 2009,NO_QUERY,miamigirl21,@Jonasbrothers you guys be safe and have fun on tour!! see u july 13 ,0,55,69,14,1,0,2
Thu May 14 03:41:54 PDT 2009,NO_QUERY,pheehazelnuts,"today was.. a half great, but great ",3,41,36,7,0,0,1
Sun May 03 21:06:41 PDT 2009,NO_QUERY,brookecodd,getting ready for bed  great day with the dance team. gonna miss my seniors!,21,6,76,14,0,0,1
Thu Jun 25 04:38:54 PDT 2009,NO_QUERY,AlexM11,"This is exactly why working 15 mins from main campus stinks. I'd love to pop to #fpgr09 as every year, but can't afford 30min round trip ",4,38,137,28,0,0,1
Tue Apr 07 07:05:07 PDT 2009,NO_QUERY,amyjcollins,is round Perry's gaff with Chelssss ,7,5,36,7,0,0,1
Fri Jun 19 01:21:25 PDT 2009,NO_QUERY,crazymalaysian,"@shazeea is here in uni wooo but she's leaving, boo. ",1,21,53,11,1,0,2
Sat Jun 20 11:47:50 PDT 2009,NO_QUERY,jheftmann,anyone know of an idiot-proof jQuery sliding panel? I just tried one that wasn't idiot-proof enough. ,11,47,101,19,0,0,1
Mon May 18 06:40:38 PDT 2009,NO_QUERY,DinorahMaria,No mini vacations for the moment  Starting a week with different / many things to do. Thank you God,6,40,99,18,0,0,1
Fri May 29 08:55:10 PDT 2009,NO_QUERY,Marialexandra,"Visit 2  La Ventana de los Cielos foundation was pushed bck 2 weeks,  was so excited 2 go &amp; meet the kids. I'll have 2 wait another 2 wks",8,55,141,30,0,0,1
Sun Apr 19 09:50:21 PDT 2009,NO_QUERY,Spittingpink,is watching Accepted! quite a funny film! ,9,50,42,7,0,0,1
Sat May 09 23:48:49 PDT 2009,NO_QUERY,mrkirkpatrick,Two assignments due this week - faaaaark ,23,48,41,6,0,0,1
Thu May 14 03:36:48 PDT 2009,NO_QUERY,huwstephens,@jonhillcock i reckon you can ,3,36,30,5,1,0,2
Wed Jun 17 10:22:45 PDT 2009,NO_QUERY,RockChickLizzy,@TGAband Checked the blog out and unfortunetly I don't have any footage of you guys. sorry. ,10,22,92,17,1,0,2
Tue Jun 02 18:25:47 PDT 2009,NO_QUERY,lilkkehs07,is about to go out for tonight to hang out with some friends one last time before i move! ,18,25,90,19,0,0,1
Fri May 22 06:36:18 PDT 2009,NO_QUERY,Rachepwns,"doctors. again. again. again. ughhh.. for not liking them, i sure do have to meet with them often  LAME!",6,36,104,19,0,0,1
Thu May 28 22:21:01 PDT 2009,NO_QUERY,elinasteph,I think I want to move back! I miss home.. I miss Spokane.. I just want to cry to my dog maxey! ,22,21,96,22,0,0,1
Sat Jun 20 08:48:23 PDT 2009,NO_QUERY,KanerFan88,i would totally skip my graduation party today to go see Love and Theft ,8,48,72,14,0,0,1
Sun May 03 17:09:10 PDT 2009,NO_QUERY,PaulandKat,@Storybird Thanks! Glad you like our buttons! ,17,9,46,7,1,0,2
Sun Apr 19 01:22:56 PDT 2009,NO_QUERY,samonser,@slpknt10l03 yo thanks for the follow! ,1,22,39,6,1,0,2
Sat Jun 20 11:03:28 PDT 2009,NO_QUERY,christilden,At the beach and its raining! ,11,3,30,6,0,0,1
Sun May 17 22:58:14 PDT 2009,NO_QUERY,HennyDiiP,@Robert_day26 aww reading that makes me greatful for the things I have  thanks,22,58,78,13,1,0,2
Sun May 17 00:17:12 PDT 2009,NO_QUERY,clairelouise2,@LesHemmings I bet he didn't though  why do people ignore their instincts when it comes to circ?,0,17,96,18,1,0,2
Thu May 21 23:40:06 PDT 2009,NO_QUERY,omni_potent,in the office early.  writer's block has gone.  sun is shining. today will be a good day ,23,40,89,18,0,0,1
Wed Jun 03 06:49:45 PDT 2009,NO_QUERY,lilbucsbabe,Getting ready for the gym...why am I not getting any thicker  arms and abs today yippy,6,49,86,17,0,0,1
Fri May 29 21:14:30 PDT 2009,NO_QUERY,erd10,Can still hear a pulse in my ear.. ,21,14,35,8,0,0,1
Sun May 03 21:16:54 PDT 2009,NO_QUERY,VonneyD,@jamielai It was delish!  Ryan didn't mince the garlic to well..lol! But it was still yummy!!!,21,16,94,18,1,0,2
Mon Jun 15 03:24:09 PDT 2009,NO_QUERY,zarski09,cant find my bloody passport aaggghhhhh!!! no holiday on sat if i dont..! ,3,24,74,13,0,0,1
Fri May 22 02:56:59 PDT 2009,NO_QUERY,georgie_carroll,@JonasAustralia absolutely nothing. like watching JONAS on youtube and homework ,2,56,80,10,1,0,2
Mon May 11 22:58:17 PDT 2009,NO_QUERY,digibron,I just ate a delicious strawberry tart. ,22,58,40,7,0,0,1
Sun May 03 06:54:31 PDT 2009,NO_QUERY,nuttychris,"@nessie111 nah am there all week next week, and week after  as got to catch up on cw, but i will tweet in class lol",6,54,115,25,1,0,2
Thu Jun 04 09:32:29 PDT 2009,NO_QUERY,cricket512,"David Carradine died...  You will be missed, grasshopper.  ",9,32,59,8,0,0,1
Tue Jun 02 23:06:39 PDT 2009,NO_QUERY,KataWBerg,I hungry 5 days ago  Feels like I am in a 'dieting hospital'.,23,6,61,13,0,0,1
Wed Jun 17 00:02:21 PDT 2009,NO_QUERY,russgroves,@plymouth_pc supposed to be 8.00 ,0,2,33,6,1,0,2
Sun Apr 19 03:48:58 PDT 2009,NO_QUERY,wildthyme,@annieblogs cute!  do you have the matching flip-flop marks? ,3,48,61,10,1,0,2
Sat May 16 20:33:59 PDT 2009,NO_QUERY,StephanieDube,"I have officially finished my first year of law school.  Quite an accomplishment, but it also feels odd to have a year done so quickly!",20,33,135,25,0,0,1
Thu Jun 18 06:51:52 PDT 2009,NO_QUERY,newcastlej,"just spent the last two hours in the rain, in shorts ",6,51,53,11,0,0,1
Thu Jun 25 00:28:28 PDT 2009,NO_QUERY,dada8dee,Doris..Yuri..Val...booo..i got kicked out of chatroom and i cant come back in.. ,0,28,80,16,0,0,1
Mon Jun 15 01:54:41 PDT 2009,NO_QUERY,dianemulholland,@koolkitten11 Yes really  I want to grow stuff!!!!,1,54,50,8,1,0,2
Sun May 03 16:49:18 PDT 2009,NO_QUERY,eriebee,no shower yet  now maybe?,16,49,25,5,0,0,1
Mon May 18 06:08:06 PDT 2009,NO_QUERY,mamaphan,@SLHamilton I don't think I'm going to be able to make it down there this weekend.  First weekend of June?,6,8,106,22,1,0,2
Sun Jun 07 03:00:29 PDT 2009,NO_QUERY,unfokused,a) reason #476 that I hate safeway: they only had men's athletic insoles &amp; women's dress shoe inserts. no arch support for me. ,3,0,131,25,0,0,1
Sat Jun 20 22:46:08 PDT 2009,NO_QUERY,ellen_g,"I am cranky, bordering on angry. And I'll be that way or worse for the next two days. Sorry in advance. ",22,46,104,22,0,0,1
Fri Jun 05 19:53:29 PDT 2009,NO_QUERY,AKA3F2K8,I survived the 5:30am to 8:00pm camp today. Tomorrow 7:00am till about 10 :00pm....pray for me!!! My body hurts ,19,53,112,23,0,0,1
Sat Jun 06 02:53:26 PDT 2009,NO_QUERY,dantheman72,"Been in this new job for 7 weeks. All good, really good actually, but got so much work to do this weekend... and it's my birthday ",2,53,130,27,0,0,1
Sun Jun 07 02:07:52 PDT 2009,NO_QUERY,XxLouiisaxX,pls dear god make some thing better ! ,2,7,38,7,0,0,1
Mon Jun 15 03:06:18 PDT 2009,NO_QUERY,Nejsilicious,is too afraid from serious relationships!!! OMG i'm in such a panic right now. i need some help ,3,6,96,19,0,0,1
Fri May 22 08:50:49 PDT 2009,NO_QUERY,joyanne,just left a rather tearful Raph at camp. seems full of jocks. of the somewhat malicious kind.   (Raph is not sporty. not a jock at all),8,50,135,26,0,0,1
Sun May 10 04:18:27 PDT 2009,NO_QUERY,Rachel_Grape,Thank you for following me! You're cool dudes. ,4,18,47,9,0,0,1
Sun May 31 00:45:21 PDT 2009,NO_QUERY,hlohonolo,Hav 2 b @ wrk in bout 3 hours nd not looking 4wrd 2 it ,0,45,55,14,0,0,1
Mon Jun 22 12:42:17 PDT 2009,NO_QUERY,tpurple3,Mark is leaving me ,12,42,19,4,0,0,1
Mon Apr 06 22:42:51 PDT 2009,NO_QUERY,ramereth,@ManyaS ,22,42,8,1,1,0,2
Tue Apr 07 05:29:13 PDT 2009,NO_QUERY,NeatsC79,"@vron3509 there is really no &quot;getting twitter&quot;. It's like bad sex, just don't think about it and everything will be fine.  &lt;3 you!",5,29,143,28,1,0,2
Fri May 29 14:19:36 PDT 2009,NO_QUERY,Aanga,"Yep, lost my bet to chris ",14,19,26,6,0,0,1
Thu Jun 18 19:54:40 PDT 2009,NO_QUERY,1041pm,@allegra0 oh bb. so many hugs to right now.   &lt;3,19,54,51,11,1,0,2
Sat Jun 06 16:38:14 PDT 2009,NO_QUERY,kal1ch,tired as hell.. gotta be up in 7 hours for work ,16,38,48,11,0,0,1
Mon Jun 22 15:01:12 PDT 2009,NO_QUERY,ConnorMacDowell,i miss my cast. ,15,1,16,4,0,0,1
Mon Jun 15 01:19:01 PDT 2009,NO_QUERY,girlsipa,"First day of school was super boring, alone, and ugh. ",1,19,54,10,0,0,1
Mon May 18 03:40:24 PDT 2009,NO_QUERY,yewww,@chelciscool i think the museum there is cool-ER!  Aucks is a small city compared to Manila [Hometown]!!!,3,40,105,18,1,0,2
Fri May 01 23:18:05 PDT 2009,NO_QUERY,nadia_carter,"I GO AWAY TO SLEEPING, I NEED MY NICK IN ORDER THAT WARM ME, BECAUSE I HAVE VERY MUCH I FRY      :'(",23,18,100,21,0,0,1
Mon May 04 01:52:08 PDT 2009,NO_QUERY,alyne_,"@littletiara aha i bet they are cute,should we wear our nu **at  the same time so  i cn show you mine,u cn show me yours ",1,52,121,27,1,0,2
Mon Jun 15 17:54:49 PDT 2009,NO_QUERY,pr3p5tar,braid still tight ,17,54,18,3,0,0,1
Mon Jun 15 17:46:42 PDT 2009,NO_QUERY,girlshola,"@mirhampt btw, i dont i have a phone! ",17,46,38,8,1,0,2
Mon May 18 04:38:57 PDT 2009,NO_QUERY,chloeweddell94,@tommcfly hahaha the chart show jingle that you did yesterday was amazing!  i have your waterbottle from croydon!! please reply  xx,4,38,131,21,1,0,2
Sun May 03 20:56:43 PDT 2009,NO_QUERY,Theresamckee,I am going to be heading off to sleep in a littel while hope everyone as a good knights rest. ,20,56,94,20,0,0,1
Sun May 17 21:37:00 PDT 2009,NO_QUERY,SueTiptra,is hungry and missing her bb! Can't wait to have u here!! Cepat la weekend! ,21,37,76,16,0,0,1
Fri May 22 08:50:18 PDT 2009,NO_QUERY,dhauenstein,Oh why is there always less time than tasks? ,8,50,45,9,0,0,1
Wed Jun 17 18:06:46 PDT 2009,NO_QUERY,rhymingpanda,@diehardtryhard a youtuber that i like is in vancouver. ,18,6,56,9,1,0,2
Wed Jun 03 07:14:37 PDT 2009,NO_QUERY,giaaanne,Tumblarity is like Karma points. That sucks  :|,7,14,47,7,0,0,1
Sat May 02 00:41:16 PDT 2009,NO_QUERY,iSummerLuvin,"Nite nite everyone! I hope you all have safe, pleasant, and remarkably blessed nights. ",0,41,87,14,0,0,1
Wed Jun 17 19:45:31 PDT 2009,NO_QUERY,DiXonYoMama,3.0 update not worth it in my opinion ,19,45,38,9,0,0,1
Fri May 29 13:34:53 PDT 2009,NO_QUERY,faithie16,I have to work tonight  But I get my paycheck! ,13,34,47,10,0,0,1
Mon Jun 15 06:44:04 PDT 2009,NO_QUERY,missdramatic,Still destroyed from midge bites from DC and Kylemore  OWWWWWW,6,44,62,10,0,0,1
Sun May 31 16:09:57 PDT 2009,NO_QUERY,tracy_tiz,@Jay_Tiz Guess I'll have to watch it on the laptop before they cut off the internet. With sub-par sound and a small screen. ,16,9,124,25,1,0,2
Tue Jun 02 07:25:39 PDT 2009,NO_QUERY,patriciaco,"@tommcfly TOM. PLEASE GIVE ME A SHOUTOUT BEFORE LEAVING.  I tweet you everyday, every hour.. but i don't get one back. ",7,25,119,22,1,0,2
Tue Jun 16 13:07:14 PDT 2009,NO_QUERY,primadonna11,@celebritee wish i could be listening to hot 97 ,13,7,48,9,1,0,2
Mon Jun 01 04:25:38 PDT 2009,NO_QUERY,Carmine143,Sadly new moon isn't out till nov 20th ,4,25,39,9,0,0,1
Sat Jun 06 23:46:41 PDT 2009,NO_QUERY,krrptd1,@crucifixxus joo a damn liar! I did not say that!!! ,23,46,52,10,1,0,2
Fri Jun 05 08:51:34 PDT 2009,NO_QUERY,hearttheFormat,today has been so horrible  I just want to go back :c,8,51,53,12,0,0,1
Sun Apr 19 09:00:12 PDT 2009,NO_QUERY,Hoebag201,@andiiblaque It took a lot of begging but y parents finally gave in and are lending me money for the show.!!! ,9,0,110,21,1,0,2
Sat Jun 20 21:18:06 PDT 2009,NO_QUERY,sayhaybeca,@jamminhillaryy fuck you ,21,18,25,3,1,0,2
Sun May 17 23:25:13 PDT 2009,NO_QUERY,JollyJollyJon,@cnn awww  rest in peace,23,25,24,5,1,0,2
Tue Apr 07 08:36:05 PDT 2009,NO_QUERY,kmitchness,"another wonderful day, hoping things will go well tonight! ",8,36,59,9,0,0,1
Tue Jun 23 17:21:14 PDT 2009,NO_QUERY,MaYzIeonDemand,Eating sushi at The avatar...wish my besties were here  On the other hand im chilliiiin!!!,17,21,90,16,0,0,1
Thu Jun 18 08:22:54 PDT 2009,NO_QUERY,serinurshira,just got scolded by dad because of messy room   No more durians tonight.,8,22,72,13,0,0,1
Tue Jun 02 08:09:18 PDT 2009,NO_QUERY,RobChidley,the Austria of the early morning had gone from this little nowhere town.  At lunchtime it was more like Benidorm. ,8,9,114,20,0,0,1
Sat Jun 06 10:44:09 PDT 2009,NO_QUERY,mollybuckley,Where is everyone? No one seems to be answering their phone today ,10,44,66,12,0,0,1
Tue Jun 23 11:46:39 PDT 2009,NO_QUERY,iSaBEllAjOnAZ,#NoGoCookingShow ....man i wish i knew how 2 cook!!!!! ,11,46,55,9,0,0,1
Sat Jun 20 06:02:28 PDT 2009,NO_QUERY,lolimgabby,it's a long way out here to this place. and plus there's bad cell phone service. ,6,2,81,18,0,0,1
Mon May 18 01:27:17 PDT 2009,NO_QUERY,incongruousm,@Whatleydude tell me about it. Pretty much my only gripe with my Google accounts. ,1,27,82,14,1,0,2
